time_s,true_x,true_y,amcl_x,amcl_y,amcl_err,ekf_x,ekf_y,ekf_err,eif_x,eif_y,eif_err,rtab_x,rtab_y,rtab_err,fused_x,fused_y,fused_err,ekfr_x,ekfr_y,ekfr_err
24.3976,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
24.5951,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
24.7997,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
24.9995,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
25.4898,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
25.597,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
25.7976,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
25.9954,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
26.4267,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
26.5951,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
26.7954,0.011005,-0.009048,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365,0.011005,-0.009048,0.0,0.001112,0.001367,0.014365
